Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
19.592738,,,360.170393,,,2301.784057,,,3103.358249,,,4394.363477
19.598988,,,417.81617,,,2292.307899,,,3046.776886,,,4342.148877
19.605238,,,434.670932,,,2256.453055,,,3008.947124,,,4310.450663
19.611488,,,436.799123,,,2248.344858,,,2995.318656,,,4371.074469
19.617738,,,435.263165,,,2220.978601,,,2990.107723,,,4366.7756
19.623988,,,462.51832,,,2172.980646,,,2978.21864,,,4353.99094
19.630238,,,494.922299,,,2150.106288,,,2984.349442,,,4381.447543
19.636488,,,513.20588,,,2125.49704,,,3020.929808,,,4402.399435
19.642738,,,512.202535,,,2105.248609,,,3050.385866,,,4465.090481
19.648988,,,469.379995,,,2147.25668,,,3133.453025,,,4468.588906
