Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
17.203382,,,370.543273,,,2526.879398,,,3055.492823,,,4096.888057
17.209632,,,408.87173,,,2408.974502,,,2950.978071,,,4057.415932
17.215882,,,413.923825,,,2318.348114,,,2940.790105,,,3997.159576
17.222132,,,417.779405,,,2327.046499,,,2946.062136,,,4071.756959
17.228382,,,407.505969,,,2335.457393,,,2929.082694,,,4156.620719
17.234632,,,390.112102,,,2333.355234,,,2908.953346,,,4322.749795
17.240882,,,384.68783,,,2315.705023,,,2970.107679,,,4955.477378
17.247132,,,379.907664,,,2327.502974,,,2947.220072,,,4933.830278
17.253382,,,367.903596,,,2473.028764,,,2924.205218,,,4924.419687
17.259632,,,354.542756,,,2408.45205,,,2922.509349,,,4433.612028
17.265882,,,332.134281,,,2417.292157,,,2931.688008,,,4559.681742
17.272132,,,329.66453,,,2446.358786,,,2938.343588,,,4625.989363
17.278382,,,357.19206,,,2400.000528,,,2940.396667,,,4732.07761
