Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
21.07818,,,293.74158,,,1789.304105,,,2896.1212,,,3817.81415
21.08443,,,348.606238,,,1748.201935,,,2973.402884,,,3839.867708
21.09068,,,358.870071,,,1724.917853,,,3086.106953,,,3863.119636
21.09693,,,345.357715,,,1705.53851,,,3116.24349,,,3832.490149
21.10318,,,360.124994,,,1642.3319,,,2330.418133,,,3799.559213
21.10943,,,372.260828,,,1567.873859,,,2194.406061,,,3785.949919
21.11568,,,393.352254,,,1588.418885,,,2665.669109,,,3669.355124
21.12193,,,408.484626,,,1641.528358,,,3173.780384,,,3846.146357
21.12818,,,454.662722,,,1621.117256,,,3163.393224,,,4061.070689
21.13443,,,373.720928,,,1518.045385,,,3126.352519,,,4097.070522
21.14068,,,353.831794,,,1524.863738,,,3121.491996,,,4112.802194
21.14693,,,479.852379,,,1939.876195,,,3109.256531,,,4180.849887
21.15318,,,362.182169,,,1866.451905,,,2881.536195,,,4214.510695
21.15943,,,295.736811,,,1933.657329,,,2872.414178,,,4209.904952
21.16568,,,586.5976,,,1854.132493,,,3084.935063,,,4289.561135
