Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
30.068475,,,420.340522,,,1744.724922,,,2524.693732,,,3279.295682
30.074725,,,412.984063,,,1731.379629,,,2533.03057,,,3242.469987
30.080975,,,404.012932,,,1725.594245,,,2548.611082,,,3232.415505
30.087225,,,389.131495,,,1737.614892,,,2542.804084,,,3231.151562
30.093475,,,394.029817,,,1754.468495,,,2523.319248,,,3210.854176
30.099725,,,390.108584,,,1752.414685,,,2515.333527,,,3169.19834
30.105975,,,387.04643,,,1753.252857,,,2496.294572,,,3127.248929
30.112225,,,396.60022,,,1758.257986,,,2477.476584,,,3106.253888
30.118475,,,389.587697,,,1740.464376,,,2462.714826,,,3096.199935
30.124725,,,394.019319,,,1707.270171,,,2449.550502,,,3076.515536
30.130975,,,388.921962,,,1655.067363,,,2435.546549,,,3085.673004
30.137225,,,364.134554,,,1644.680121,,,2425.66882,,,3094.49355
30.143475,,,344.367324,,,1629.198292,,,2412.816568,,,3111.07611
30.149725,,,388.747802,,,1601.838502,,,2395.204889,,,3108.141157
30.155975,,,401.962218,,,1562.456946,,,2385.699446,,,3107.900528
30.162225,,,396.32894,,,1549.38505,,,2371.526252,,,3118.533458
30.168475,,,383.228773,,,1517.448621,,,2369.105039,,,3131.390046
30.174725,,,391.301255,,,1493.614515,,,2365.717575,,,3136.044078
30.180975,,,395.907278,,,1468.477815,,,2363.523918,,,3139.043722
30.187225,,,396.833707,,,1431.215825,,,2368.184484,,,3125.565458
30.193475,,,412.898432,,,1427.434611,,,2365.576115,,,3117.169127
30.199725,,,397.278291,,,1385.071041,,,2358.475873,,,3112.198488
30.205975,,,380.390587,,,1339.940661,,,2351.466585,,,3099.081919
30.212225,,,384.344836,,,1314.085039,,,2334.329076,,,3090.708841
30.218475,,,345.047913,,,1278.591975,,,2334.227508,,,3108.023775
