Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
20.63513,,,347.115435,,,1466.195371,,,2383.815508,,,3316.604959
20.64138,,,301.002866,,,1458.303415,,,2298.034265,,,3344.62671
20.64763,,,255.493742,,,1552.636524,,,2389.685539,,,3430.791801
20.65388,,,247.414247,,,2012.996655,,,3205.38464,,,3866.614763
20.66013,,,238.034092,,,1701.214635,,,2804.529841,,,3565.47724
20.66638,,,240.161101,,,1492.871113,,,2649.824929,,,3594.653445
20.67263,,,213.349635,,,1327.761086,,,2568.852137,,,3453.966988
20.67888,,,218.095068,,,1310.612844,,,2609.149129,,,3304.87185
20.68513,,,228.573744,,,1266.804142,,,2464.543885,,,3327.551234
20.69138,,,228.168675,,,1250.725006,,,2584.337018,,,3273.258437
