Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
20.319244,,,344.698104,,,1862.205436,,,2663.28253,,,3686.686229
20.325494,,,382.18858,,,1875.335477,,,2602.411887,,,3619.321772
20.331744,,,392.516167,,,1864.027627,,,2594.172007,,,3604.351191
20.337994,,,386.651734,,,1848.265602,,,2577.519986,,,3585.481496
20.344244,,,376.744458,,,1858.204332,,,2576.935218,,,3597.028682
20.350494,,,380.023559,,,1837.632646,,,2533.633071,,,3593.31725
20.356744,,,383.687651,,,1822.255647,,,2497.818045,,,3550.601439
20.362994,,,386.496585,,,1845.115486,,,2505.679046,,,3481.327924
20.369244,,,384.029332,,,1857.04117,,,2508.910224,,,3557.56527
20.375494,,,380.042792,,,1848.640541,,,2480.527515,,,3577.908511
20.381744,,,380.855838,,,1848.438546,,,2475.761708,,,3605.452919
20.387994,,,384.710941,,,1861.601506,,,2487.350663,,,3552.386031
20.394244,,,367.463684,,,1871.668631,,,2432.81555,,,3501.741709
20.400494,,,360.008139,,,1854.894485,,,2391.873074,,,3466.924025
20.406744,,,345.646761,,,1864.085735,,,2421.623886,,,3492.682648
20.412994,,,337.067277,,,1906.018402,,,2420.762564,,,3477.050563
20.419244,,,328.577889,,,1879.969267,,,2392.108466,,,3444.428416
20.425494,,,328.859622,,,1877.682263,,,2363.620585,,,3399.059545
20.431744,,,326.076637,,,1851.361629,,,2351.926017,,,3364.144328
20.437994,,,335.974152,,,1849.347448,,,2348.151426,,,3407.156677
20.444244,,,349.31659,,,1943.52504,,,2311.458876,,,3389.797098
20.450494,,,356.988113,,,1899.482151,,,2319.615082,,,3378.057381
20.456744,,,351.246079,,,1860.513468,,,2313.362813,,,3434.278722
20.462994,,,342.164836,,,1859.415535,,,2386.559113,,,3467.926655
20.469244,,,345.027988,,,1843.817015,,,2406.778119,,,3555.626019
20.475494,,,360.844452,,,1824.367757,,,2553.933822,,,3642.428772
20.481744,,,366.733481,,,1795.471106,,,2478.496156,,,3647.030998
20.487994,,,365.67938,,,1688.503122,,,2479.52489,,,3675.625029
