Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
20.804785,,,369.023167,,,1656.998959,,,2358.89947,,,3891.98836
20.811035,,,389.249819,,,1618.298636,,,2367.826598,,,3858.324955
20.817285,,,386.953456,,,1585.980321,,,2349.083028,,,3820.995384
20.823535,,,393.648393,,,1587.726858,,,2358.69548,,,3824.894615
20.829785,,,394.010909,,,1579.897147,,,2372.604995,,,3820.073851
20.836035,,,396.587042,,,1547.034738,,,2362.636249,,,3845.727103
20.842285,,,392.58357,,,1543.472051,,,2352.714149,,,3855.721497
20.848535,,,386.643255,,,1535.069099,,,2362.03696,,,3872.353544
20.854785,,,379.002793,,,1524.637062,,,2383.12848,,,3850.481523
20.861035,,,363.699216,,,1493.768069,,,2372.278579,,,3857.088344
20.867285,,,360.533456,,,1484.278842,,,2396.91782,,,3878.93758
20.873535,,,346.368429,,,1467.33951,,,2402.100771,,,3897.921362
20.879785,,,334.283908,,,1468.568314,,,2479.964193,,,3946.358917
