Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
17.058425,,,340.389509,,,1739.433355,,,2914.303871,,,4189.095963
17.064675,,,337.109382,,,1712.87899,,,2694.779461,,,4110.395354
17.070925,,,331.449098,,,1666.330505,,,2674.631117,,,4244.479437
17.077175,,,326.035827,,,1689.794454,,,2702.103891,,,4278.836172
17.083425,,,329.678501,,,1754.603452,,,2943.518704,,,4054.132179
17.089675,,,333.02767,,,1787.741369,,,2994.564109,,,4356.947056
17.095925,,,331.807428,,,1790.36852,,,2694.768389,,,4375.57858
17.102175,,,328.575264,,,1811.849567,,,2664.972555,,,4216.974487
17.108425,,,319.452561,,,1829.781542,,,2666.365962,,,4135.190019
17.114675,,,294.196657,,,1912.852804,,,3029.47374,,,4190.202598
17.120925,,,295.146006,,,1990.378533,,,3138.909064,,,4426.099255
17.127175,,,314.132127,,,2011.590756,,,2899.430087,,,4315.761219
