Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
31.157491,,,333.93835,,,1987.687373,,,2962.347474,,,3796.309078
31.163741,,,352.701453,,,1922.214855,,,2928.688799,,,3585.096132
31.169991,,,373.782185,,,1867.423768,,,2932.067887,,,3685.234477
31.176241,,,392.632555,,,1846.896251,,,2922.021857,,,3842.461884
31.182491,,,386.67144,,,1790.017301,,,2888.358151,,,3821.669908
31.188741,,,381.088747,,,1771.521405,,,2873.295673,,,3763.286303
31.194991,,,375.357565,,,1757.02183,,,2899.237466,,,3715.195981
31.201241,,,381.271632,,,1704.634606,,,2896.513073,,,3763.025112
31.207491,,,389.851619,,,1646.955901,,,2899.178838,,,3851.288153
31.213741,,,393.287786,,,1607.734195,,,2931.976646,,,3903.573393
31.219991,,,388.513512,,,1572.250798,,,2924.72761,,,3942.017118
31.226241,,,384.868772,,,1543.214521,,,2920.417396,,,3908.075226
31.232491,,,383.649477,,,1519.127793,,,2908.790366,,,3868.566654
31.238741,,,379.027873,,,1523.794745,,,2857.66507,,,3972.494354
31.244991,,,374.181818,,,1461.01312,,,2855.982536,,,3900.463405
31.251241,,,372.863167,,,1430.920287,,,2832.762056,,,3887.518742
31.257491,,,366.731713,,,1391.574389,,,2834.635237,,,3896.264995
31.263741,,,371.174648,,,1328.555596,,,2870.82857,,,3931.726362
31.269991,,,370.574363,,,1340.5095,,,2907.299515,,,3970.04749
31.276241,,,370.370409,,,1337.376754,,,2936.568103,,,3956.844899
31.282491,,,375.112885,,,1328.157597,,,2922.232454,,,3844.65832
31.288741,,,382.8551,,,1314.772998,,,2919.729991,,,3930.335339
31.294991,,,390.030311,,,1316.962772,,,2897.792967,,,4147.939903
31.301241,,,383.408773,,,1308.999069,,,2949.916313,,,3927.761547
31.307491,,,382.743594,,,1274.876794,,,2960.014464,,,3928.679669
31.313741,,,380.008787,,,1245.202116,,,2967.39237,,,4082.307422
31.319991,,,374.236419,,,1240.204779,,,2957.04381,,,4027.790759
31.326241,,,370.2728,,,1275.288418,,,2979.153195,,,4055.941841
31.332491,,,373.182163,,,1210.673581,,,2971.819056,,,3921.725096
31.338741,,,380.485621,,,1200.100338,,,2918.769489,,,3815.93928
31.344991,,,384.144307,,,1245.560441,,,2955.825254,,,4360.288355
31.351241,,,388.069891,,,1234.855547,,,2957.939383,,,4302.888739
31.357491,,,378.692498,,,1181.114515,,,2964.454723,,,3779.91261
31.363741,,,369.603502,,,1186.599683,,,2977.404797,,,3781.063797
31.369991,,,360.283914,,,1188.153399,,,2973.008215,,,3754.185298
31.376241,,,356.640139,,,1147.464429,,,2944.454835,,,3518.435087
31.382491,,,359.046047,,,1122.572995,,,2929.689705,,,3601.589185
31.388741,,,369.136853,,,1128.603252,,,2940.001723,,,3651.063927
31.394991,,,394.613405,,,1190.971936,,,2967.215061,,,4655.279591
31.401241,,,425.184405,,,1154.456953,,,2923.828231,,,4698.56817
31.407491,,,434.951336,,,1047.479285,,,2947.833687,,,4492.517052
31.413741,,,438.811398,,,1130.686734,,,2983.963531,,,4372.961033
31.419991,,,434.96702,,,1396.115574,,,2999.510021,,,4323.493976
31.426241,,,379.358861,,,1577.367588,,,2942.074323,,,4134.970959
31.432491,,,352.610414,,,1540.175222,,,2987.655528,,,4019.238753
31.438741,,,332.991749,,,1510.523874,,,3041.848617,,,4299.60252
31.444991,,,301.388375,,,1494.821581,,,3030.886221,,,4224.408921
