Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
34.450025,,,318.007831,,,1199.618572,,,2839.816456,,,3286.391706
34.456275,,,324.495591,,,1086.371943,,,2807.785711,,,3341.177508
34.462525,,,318.068893,,,1222.657101,,,2751.538347,,,3442.43029
34.468775,,,318.562482,,,1360.398486,,,2787.375413,,,3555.194259
34.475025,,,339.014902,,,2478.316758,,,3110.391365,,,3703.113443
34.481275,,,340.902774,,,2341.269538,,,3187.985381,,,4835.039821
34.487525,,,326.059032,,,879.332662,,,2492.490431,,,3336.954982
34.493775,,,317.891918,,,1137.098334,,,2602.16398,,,3460.134985
34.500025,,,317.407664,,,1248.574474,,,2596.245668,,,3411.901228
34.506275,,,314.77878,,,1177.64905,,,2557.528657,,,3385.327505
34.512525,,,332.602965,,,1060.423784,,,2574.506177,,,3477.901156
34.518775,,,359.174896,,,989.474402,,,2662.471751,,,3519.41095
34.525025,,,382.326522,,,972.219263,,,2704.830057,,,3518.44711
34.531275,,,345.97806,,,1627.134183,,,2772.858001,,,3596.91339
34.537525,,,375.486804,,,1450.841165,,,2771.713616,,,3777.52613
