Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
20.912211,,,436.422606,,,1630.005181,,,2524.978569,,,3171.494713
20.918461,,,433.673244,,,1619.696156,,,2511.893167,,,3204.614312
20.924711,,,419.774837,,,1603.836388,,,2572.828064,,,3187.762711
20.930961,,,409.04722,,,1582.504698,,,2613.465967,,,3189.71223
20.937211,,,404.457231,,,1556.66831,,,2548.094676,,,3196.369175
20.943461,,,396.592664,,,1562.124551,,,2512.853024,,,3200.461442
20.949711,,,388.670574,,,1548.832889,,,2465.073138,,,3223.410029
20.955961,,,390.972444,,,1514.979852,,,2444.854816,,,3235.702526
20.962211,,,383.275876,,,1537.729891,,,2593.29294,,,3259.73395
20.968461,,,375.085021,,,1575.094336,,,2417.258557,,,3306.910741
20.974711,,,365.296462,,,1549.184026,,,2346.817031,,,3296.44662
20.980961,,,361.263648,,,1504.126314,,,2411.069446,,,3271.910804
20.987211,,,364.025641,,,1415.502579,,,2395.72105,,,3251.243843
20.993461,,,370.133257,,,1438.22247,,,2343.675972,,,3318.247984
