Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
16.562866,,,349.828084,,,1657.102065,,,2392.03734,,,3017.436817
16.569116,,,364.890351,,,1653.709342,,,2391.870114,,,3064.988422
16.575366,,,385.767404,,,1644.88947,,,2328.021667,,,3090.506834
16.581616,,,389.411578,,,1618.156474,,,2323.214504,,,3048.816443
16.587866,,,398.860242,,,1598.5273,,,2346.43905,,,2965.104995
16.594116,,,396.271204,,,1593.694294,,,2330.792324,,,3049.854158
16.600366,,,388.528338,,,1579.39516,,,2312.810377,,,3055.61431
16.606616,,,383.130934,,,1600.591843,,,2330.924662,,,2976.052151
16.612866,,,360.120226,,,1580.704695,,,2342.436857,,,3039.509257
16.619116,,,339.08657,,,1558.118425,,,2337.702023,,,3096.413083
16.625366,,,324.638288,,,1550.438944,,,2373.535404,,,3209.53287
16.631616,,,311.859862,,,1554.206937,,,2388.117047,,,3350.036856
16.637866,,,307.284822,,,1519.728091,,,2322.468156,,,3301.093021
16.644116,,,304.081747,,,1564.952708,,,2323.705391,,,3356.268332
16.650366,,,333.172006,,,1616.536322,,,2361.308218,,,3497.166375
16.656616,,,339.885519,,,1595.453708,,,2378.848118,,,3481.916731
16.662866,,,345.484618,,,1586.969027,,,2420.596945,,,3371.279195
16.669116,,,330.915408,,,1588.796201,,,2648.750167,,,3200.379516
