Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
17.511989,,,354.830658,,,1581.066717,,,2716.944414,,,3815.741312
17.518239,,,364.400443,,,1466.975335,,,2723.717156,,,3669.484712
17.524489,,,355.825458,,,1396.291427,,,2746.655656,,,3595.836762
17.530739,,,349.84887,,,1400.239471,,,2742.301572,,,3494.80903
17.536989,,,343.972938,,,1411.094019,,,2681.964973,,,3496.742198
17.543239,,,340.731486,,,1438.011949,,,2672.545516,,,3771.216033
17.549489,,,336.365326,,,1454.399954,,,2680.50758,,,3700.750689
17.555739,,,333.539643,,,1471.006432,,,2709.156084,,,3732.244059
17.561989,,,334.68627,,,1483.954752,,,2678.008025,,,3668.41569
17.568239,,,330.855251,,,1500.905427,,,2737.514635,,,3692.880973
17.574489,,,316.366436,,,1502.506185,,,2783.335395,,,3889.901241
17.580739,,,306.411757,,,1479.19527,,,2773.706615,,,3857.987611
