Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
28.368481,,,361.537879,,,1778.789366,,,2693.178973,,,3700.509457
28.374731,,,332.574998,,,1710.300379,,,2821.67837,,,3535.460968
28.380981,,,338.839147,,,1700.398243,,,2592.276009,,,3651.141335
28.387231,,,365.031264,,,1598.302591,,,2456.386664,,,3707.21007
28.393481,,,362.878833,,,1580.762543,,,2486.073283,,,3627.838046
28.399731,,,354.254649,,,1564.364828,,,2541.923803,,,3704.796138
28.405981,,,344.395652,,,1533.973604,,,2498.687829,,,3514.360763
28.412231,,,333.741244,,,1516.262858,,,2463.953896,,,3579.78529
28.418481,,,320.52195,,,1514.696575,,,2423.36971,,,3740.686295
28.424731,,,327.921624,,,1458.882409,,,2357.653409,,,3699.078119
28.430981,,,338.225796,,,1414.310839,,,2369.264019,,,3718.824752
28.437231,,,336.88667,,,1360.305303,,,2371.044232,,,3422.051644
28.443481,,,345.913458,,,1342.283166,,,2394.348702,,,3517.535356
28.449731,,,335.240262,,,1380.087797,,,2400.0155,,,3539.894235
28.455981,,,347.340871,,,1335.337415,,,2272.126099,,,3253.637568
28.462231,,,345.214311,,,1311.902412,,,2361.00218,,,3291.425011
28.468481,,,349.486902,,,1385.008818,,,2446.97388,,,3556.173069
28.474731,,,345.175614,,,1346.543369,,,2349.358249,,,3591.616078
28.480981,,,343.932018,,,1308.318572,,,2406.009875,,,3586.361733
28.487231,,,352.302447,,,1287.65173,,,2261.529873,,,3427.81785
28.493481,,,355.09055,,,1303.311375,,,2242.12679,,,3459.091383
28.499731,,,353.513843,,,1336.928253,,,2308.069242,,,3466.341554
28.505981,,,342.700234,,,1354.373065,,,2428.654662,,,3478.897745
28.512231,,,347.262402,,,1350.372552,,,2564.830566,,,3483.40653
28.518481,,,378.220126,,,1423.847136,,,2685.979452,,,3422.773097
