Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
21.604627,,,350.215109,,,1994.513313,,,2762.533345,,,4074.272128
21.610877,,,373.130375,,,2032.421883,,,2663.683181,,,4183.680252
21.617127,,,400.783496,,,2032.510105,,,2695.319497,,,4288.640105
21.623377,,,405.108897,,,2045.341331,,,2730.364118,,,4353.223473
21.629627,,,400.696655,,,2037.388167,,,2706.847963,,,4378.790746
21.635877,,,396.029654,,,2067.797538,,,2679.01989,,,4386.061457
21.642127,,,389.793193,,,2029.260316,,,2739.988206,,,4392.645726
21.648377,,,383.730267,,,1978.743689,,,2739.548579,,,4401.5151
21.654627,,,385.231108,,,2008.420708,,,2774.855819,,,4393.822702
21.660877,,,384.323575,,,1978.987111,,,2800.175954,,,4433.582415
21.667127,,,371.110322,,,1974.138864,,,2835.089291,,,4435.413857
