Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
35.047417,,,354.814514,,,2287.831431,,,3199.052751,,,3895.281183
35.053667,,,379.867626,,,2323.988059,,,3470.902766,,,4155.426618
35.059917,,,389.78688,,,2321.234186,,,3376.035855,,,4164.358183
35.066167,,,399.671669,,,2352.846696,,,3332.792371,,,4182.761517
35.072417,,,410.608591,,,2276.608118,,,3235.854445,,,4284.418311
35.078667,,,417.335609,,,2255.221793,,,3001.304081,,,4136.976246
35.084917,,,424.461524,,,2195.854483,,,2884.46222,,,4098.466112
35.091167,,,426.821435,,,2177.850327,,,2879.866823,,,4361.005561
35.097417,,,426.87414,,,2178.207291,,,2930.471454,,,4000.166923
35.103667,,,428.368648,,,2160.479519,,,2872.890974,,,3894.237691
35.109917,,,426.255888,,,2149.048143,,,2880.93942,,,3917.907154
35.116167,,,420.838958,,,2140.666819,,,2860.783907,,,3945.356299
35.122417,,,414.963724,,,2134.335091,,,2841.485377,,,3937.6972
35.128667,,,414.567941,,,2099.902357,,,2787.50735,,,3955.520283
35.134917,,,415.654944,,,2069.463867,,,2853.404848,,,3970.69426
35.141167,,,413.897844,,,2048.268929,,,2850.724708,,,3945.219171
35.147417,,,411.26043,,,2044.2338,,,2796.866807,,,3934.387838
35.153667,,,410.478166,,,2017.565747,,,2833.445715,,,3918.222395
35.159917,,,412.14355,,,2009.333427,,,2856.172072,,,3902.911248
35.166167,,,413.229735,,,1957.518532,,,2836.208417,,,3903.972606
35.172417,,,412.296855,,,1886.254736,,,2763.463923,,,3907.601641
35.178667,,,411.063096,,,1842.009604,,,2726.227962,,,3921.093377
35.184917,,,411.078995,,,1791.175966,,,2755.03757,,,3933.333372
35.191167,,,411.86791,,,1703.225278,,,2742.950102,,,3931.377566
35.197417,,,412.272885,,,1636.352947,,,2756.935359,,,3993.620441
35.203667,,,413.053961,,,1615.725964,,,2791.235628,,,4022.364317
35.209917,,,415.213601,,,1612.297193,,,2795.971978,,,3987.042126
35.216167,,,416.726754,,,1591.762161,,,2753.6132,,,3945.137748
35.222417,,,418.04022,,,1468.751261,,,2719.942177,,,3954.423732
35.228667,,,420.664101,,,1371.318007,,,2751.383483,,,4000.632101
35.234917,,,420.050081,,,1273.81578,,,2764.62847,,,4048.434982
35.241167,,,419.12702,,,1213.411536,,,2762.244594,,,4201.934005
35.247417,,,418.450449,,,1180.302288,,,2753.623574,,,4147.610476
35.253667,,,418.605805,,,1167.365542,,,2775.510818,,,4041.503155
35.259917,,,418.053241,,,1144.475867,,,2810.035091,,,4097.581074
35.266167,,,418.205249,,,1126.25426,,,2811.189698,,,4018.790113
35.272417,,,420.548849,,,1118.813232,,,2794.020585,,,4007.628279
35.278667,,,420.160595,,,1084.51232,,,2796.320919,,,3953.147778
35.284917,,,418.227431,,,1062.934746,,,2731.537708,,,3421.596073
35.291167,,,420.029484,,,1066.525471,,,2827.515368,,,3584.131762
35.297417,,,426.331443,,,1083.143922,,,2889.419009,,,3949.651923
35.303667,,,431.501579,,,1093.167713,,,2900.593409,,,3954.368131
35.309917,,,427.825281,,,1094.016794,,,2905.366561,,,4039.071334
35.316167,,,424.574542,,,1090.610881,,,2875.985425,,,4150.406163
35.322417,,,419.689177,,,1085.673962,,,2798.042403,,,3954.749518
35.328667,,,418.318277,,,1123.270783,,,2829.258528,,,3899.23244
35.334917,,,418.645009,,,1281.91301,,,2981.513308,,,3833.210963
35.341167,,,409.323003,,,1179.188976,,,2915.396762,,,3948.308908
35.347417,,,403.777054,,,1101.214521,,,2896.293763,,,3893.216945
35.353667,,,403.276884,,,1113.870751,,,2737.491713,,,3773.906204
35.359917,,,383.786465,,,1159.290327,,,2675.800148,,,3592.65769
35.366167,,,330.363841,,,1143.016886,,,2889.203508,,,3719.652679
35.372417,,,262.069862,,,1179.727065,,,2971.442453,,,4034.928057
35.378667,,,265.21498,,,1125.13249,,,2808.618187,,,3977.952349
35.384917,,,319.656695,,,1137.564251,,,2988.691945,,,3891.807741
35.391167,,,342.363051,,,1363.72571,,,3034.07333,,,4177.729688
35.397417,,,319.26297,,,1577.527361,,,3071.699611,,,4211.378452
35.403667,,,290.834044,,,1595.127133,,,3202.782997,,,4193.900005
