Time_s,,,F1_Hz,,,F2_Hz,,,F3_Hz,,,F4_Hz
21.683436,,,424.020905,,,1376.86652,,,2313.968653,,,3435.044396
21.689686,,,458.334733,,,1147.945778,,,2167.965773,,,3475.443407
21.695936,,,463.003717,,,1071.425067,,,2145.561021,,,3420.508602
21.702186,,,462.65622,,,1131.8277,,,2111.955976,,,3376.547387
21.708436,,,459.934962,,,1134.974088,,,2275.194743,,,3557.577941
21.714686,,,461.589342,,,1080.472461,,,2274.780788,,,3643.664418
21.720936,,,460.752231,,,1120.26727,,,2236.426776,,,3488.132404
21.727186,,,460.0334,,,1174.003508,,,2172.989985,,,3339.05575
21.733436,,,457.196444,,,1183.927352,,,2147.473312,,,3034.088678
21.739686,,,450.621296,,,1174.71861,,,2080.603047,,,3114.908963
21.745936,,,448.93202,,,1203.853614,,,2334.258925,,,3260.962924
21.752186,,,450.707492,,,1235.083384,,,2414.189856,,,3555.766094
21.758436,,,446.831873,,,1303.234677,,,2288.058018,,,3396.871443
21.764686,,,446.770688,,,1360.394379,,,2367.613289,,,3579.942925
21.770936,,,449.586648,,,1270.492111,,,2360.480589,,,3664.292093
21.777186,,,473.70524,,,1343.549258,,,2403.395856,,,3752.638237
21.783436,,,495.706578,,,1370.902713,,,2526.917469,,,3732.707833
21.789686,,,508.525301,,,1326.443236,,,2337.766843,,,3663.744594
